X;Y;ID;OBJETO;CALLE;ALTURA;DIREC_NORM;DIREC_ARCG;TELEFONO;OBS_TELEFONO;BARRIO;COMUNA
-58.4670077723611;-34.632999203668;1480;FARMACIA;AV JUAN B.ALBERDI;2800;ALBERDI, JUAN BAUTISTA AV. 2800;2800 ALBERDI, JUAN BAUTISTA AV.;4612-4886;;FLORES;7
-58.4578042519824;-34.6404476466682;1429;FARMACIA;AV VARELA;999;VARELA AV. 999;999 VARELA AV.;4631-0910;;FLORES;7
-58.4834189369839;-34.6292479635397;172;FARMACIA;AV AVELLANEDA;3879;AVELLANEDA AV. 3879;3879 AVELLANEDA AV.;4636-3821;;FLORESTA;10
-58.4773996508167;-34.6252751718656;270;FARMACIA;MORON;3283;MORON 3283;3283 MORON;4619-1510;;FLORESTA;10
-58.4828471246476;-34.6248609089754;352;FARMACIA;AV GAONA;4202;GAONA AV. 4202;4202 GAONA AV.;4636-2670;;FLORESTA;10
-58.4879186688958;-34.6256648177475;384;FARMACIA;PEHUAJO;901;PEHUAJO 901;901 PEHUAJO;4568-8873;;FLORESTA;10
-58.4907798518159;-34.6270894652014;498;FARMACIA;AV JUAN B. JUSTO;7100;JUSTO, JUAN B. AV. 7100;7100 JUSTO, JUAN B. AV.;4671-2133;;FLORESTA;10
-58.4811713525062;-34.6290618403833;1092;FARMACIA;AV AVELLANEDA;3724;AVELLANEDA AV. 3724;3724 AVELLANEDA AV.;4674-4303;;FLORESTA;10
-58.480408379226;-34.6336872914665;1179;FARMACIA;AV RIVADAVIA;8302;RIVADAVIA AV. 8302;8302 RIVADAVIA AV.;4672-2150;;FLORESTA;10
-58.477755058594;-34.6326362987764;148;FARMACIA;AV RIVADAVIA;8099;RIVADAVIA AV. 8099;8099 RIVADAVIA AV.;4611-9056;;FLORESTA;10
-58.3908766794501;-34.6279396246168;198;FARMACIA;AV ENTRE RIOS;1684;ENTRE RIOS AV. 1684;1684 ENTRE RIOS AV.;4304-0252;;CONSTITUCION;1
-58.3836347327784;-34.624874567737;200;FARMACIA;CONSTITUCION;1250;CONSTITUCION 1250;1250 CONSTITUCION;;;CONSTITUCION;1
-58.3856692123176;-34.6248540961024;206;FARMACIA;CONSITUTCION;1400;CONSTITUCION 1400;1400 CONSTITUCION;4304-5305;;CONSTITUCION;1
-58.3871924276308;-34.6200723552986;450;FARMACIA;CARLOS CALVO;1500;CALVO, CARLOS 1500;1500 CALVO, CARLOS;4305-3880;;CONSTITUCION;1
-58.3867945492332;-34.6180635596204;452;FARMACIA;AV INDEPENDENCIA;1460;INDEPENDENCIA AV. 1460;1460 INDEPENDENCIA AV.;4384-5881;;CONSTITUCION;1
-58.3876787184482;-34.6189840134586;454;FARMACIA;ESTADOS UNIDOS;1518;ESTADOS UNIDOS 1518;1518 ESTADOS UNIDOS;4304-3126;;CONSTITUCION;1
-58.3838984413622;-34.627900953203;544;FARMACIA;BRASIL;1269;BRASIL 1269;1269 BRASIL;4304-8734;;CONSTITUCION;1
-58.3796036424739;-34.6177856469497;1408;FARMACIA;AV INDEPENDENCIA;980;INDEPENDENCIA AV. 980;980 INDEPENDENCIA AV.;4300-5752;;CONSTITUCION;1
-58.382459854893;-34.6280240208381;594;FARMACIA;BRASIL;1184;BRASIL 1184;1184 BRASIL;3040273;3069425;CONSTITUCION;1
-58.3914308908691;-34.6195435369959;692;FARMACIA;AV ENTRE RIOS;940;ENTRE RIOS AV. 940;940 ENTRE RIOS AV.;4304-2462;FAX 4381;CONSTITUCION;1
-58.3831855379649;-34.6267840137021;756;FARMACIA;AV J. DE GARAY;1221;GARAY, JUAN DE AV. 1221;1221 GARAY, JUAN DE AV.;3044742;;CONSTITUCION;1
-58.3845155890442;-34.6224956424631;1125;FARMACIA;AV SAN JUAN;1302;SAN JUAN AV. 1302;1302 SAN JUAN AV.;4305-9701;;CONSTITUCION;1
-58.3833686680777;-34.627776607908;1201;FARMACIA;BRASIL;1223;BRASIL 1223;1223 BRASIL;4304-4690;;CONSTITUCION;1
-58.3818820360408;-34.6280085456761;1231;FARMACIA;BRASIL;1156;BRASIL 1156;1156 BRASIL;4304-4138;;CONSTITUCION;1
-58.3829307248592;-34.6296273883129;1302;FARMACIA;SALTA;1899;SALTA 1899;1899 SALTA;;;CONSTITUCION;1
-58.3778466817188;-34.6283590248953;1357;FARMACIA;AV CASEROS;999;CASEROS AV. 999;999 CASEROS AV.;4300-6522;;CONSTITUCION;1
-58.3805900421796;-34.6279736156361;1364;FARMACIA;BRASIL;1128;BRASIL 1128;1128 BRASIL;4305-8886;;CONSTITUCION;1
-58.382663986728;-34.6196200140331;1427;FARMACIA;CARLOS CALVO;1183;CALVO, CARLOS 1183;1183 CALVO, CARLOS;5275-7736;4304-3450;CONSTITUCION;1
-58.3854481391746;-34.6180200330551;1471;FARMACIA;AV INDEPENDENCIA;1384;INDEPENDENCIA AV. 1384;1384 INDEPENDENCIA AV.;;;CONSTITUCION;1
-58.3783933181141;-34.6237659962574;107;FARMACIA;TACUARI;1302;TACUARI 1302;1302 TACUARI;4307-5267;4300-2034;CONSTITUCION;1
-58.3841928426983;-34.6280207080516;1456;FARMACIA;BRASIL;1299;BRASIL 1299;1299 BRASIL;4304-3032;;CONSTITUCION;1
-58.3922352635311;-34.6183673727072;25;FARMACIA;AV INDEPENDENCIA;1834;INDEPENDENCIA AV. 1834;1834 INDEPENDENCIA AV.;4381-7675;;SAN CRISTOBAL;3
-58.4046145541558;-34.624262876231;216;FARMACIA;AV SAN JUAN;2844;SAN JUAN AV. 2844;2844 SAN JUAN AV.;4941-1233;;SAN CRISTOBAL;3
-58.4077593500948;-34.6207888889186;257;FARMACIA;ESTADOS UNIDOS;3001;ESTADOS UNIDOS 3001;3001 ESTADOS UNIDOS;4931-0880;;SAN CRISTOBAL;3
-58.4072735831082;-34.6213036292543;347;FARMACIA;LA RIOJA;934;LA RIOJA 934;934 LA RIOJA;4957-0322;4931-1035;SAN CRISTOBAL;3
-58.4018671302175;-34.6239247124464;361;FARMACIA;AV SAN JUAN;2684;SAN JUAN AV. 2684;2684 SAN JUAN AV.;4308-2853;;SAN CRISTOBAL;3
-58.4005846941656;-34.6233911929187;362;FARMACIA;AV SAN JUAN;2501;SAN JUAN AV. 2501;2501 SAN JUAN AV.;4308-3042;;SAN CRISTOBAL;3
-58.4085384756543;-34.6293998653414;408;FARMACIA;AV J. DE GARAY;3101;GARAY, JUAN DE AV. 3101;3101 GARAY, JUAN DE AV.;4941-1198;4669-0155;SAN CRISTOBAL;3
-58.4072130237967;-34.6245751869937;487;FARMACIA;AV SAN JUAN;3002;SAN JUAN AV. 3002;3002 SAN JUAN AV.;4941-6102;;SAN CRISTOBAL;3
-58.4008097081991;-34.628478754937;908;FARMACIA;AV J. DE GARAY;2565;GARAY, JUAN DE AV. 2565;2565 GARAY, JUAN DE AV.;4308-4006;;SAN CRISTOBAL;3
-58.3936189389984;-34.6230514282979;589;FARMACIA;AV SAN JUAN;2000;SAN JUAN AV. 2000;2000 SAN JUAN AV.;4306-9032;4304-6739;SAN CRISTOBAL;3
-58.3968894556407;-34.6229330296286;642;FARMACIA;AV SAN JUAN;2233;SAN JUAN AV. 2233;2233 SAN JUAN AV.;4942-5021;;SAN CRISTOBAL;3
-58.4062535867052;-34.6195763579804;672;FARMACIA;AV INDEPENDENCIA;2900;INDEPENDENCIA AV. 2900;2900 INDEPENDENCIA AV.;4957-2669;FAX 4932-3254;SAN CRISTOBAL;3
-58.3917242205946;-34.6224421989172;729;FARMACIA;AV ENTRE RIOS;1177;ENTRE RIOS AV. 1177;1177 ENTRE RIOS AV.;4304-7719;4304-0951;SAN CRISTOBAL;3
-58.4079247337179;-34.6199244193643;774;FARMACIA;AV INDEPENDENCIA;3002;INDEPENDENCIA AV. 3002;3002 INDEPENDENCIA AV.;4931-3080;;SAN CRISTOBAL;3
-58.4098157555016;-34.6248796936713;835;FARMACIA;AV SAN JUAN;3162;SAN JUAN AV. 3162;3162 SAN JUAN AV.;4932-7367;;SAN CRISTOBAL;3
-58.4025158073989;-34.6236376769931;1029;FARMACIA;AV SAN JUAN;2701;SAN JUAN AV. 2701;2701 SAN JUAN AV.;;;SAN CRISTOBAL;3
-58.4032871994193;-34.6190065751936;1043;FARMACIA;AV INDEPENDENCIA;2700;INDEPENDENCIA AV. 2700;2700 INDEPENDENCIA AV.;;;SAN CRISTOBAL;3
-58.3988651280762;-34.6235487962508;1333;FARMACIA;AV SAN JUAN;2376;SAN JUAN AV. 2376;2376 SAN JUAN AV.;4941-5802;;SAN CRISTOBAL;3
-58.3952990232116;-34.6227784892462;1472;FARMACIA;AV SAN JUAN;2099;SAN JUAN AV. 2099;2099 SAN JUAN AV.;4308-6188;;SAN CRISTOBAL;3
-58.3946096942642;-34.6184768109817;1482;FARMACIA;AV INDEPENDENCIA;2002;INDEPENDENCIA AV. 2002;2002 INDEPENDENCIA AV.;4941-9086;;SAN CRISTOBAL;3
-58.425924555514;-34.6297001900707;154;FARMACIA;AV LA PLATA;1234;LA PLATA AV. 1234;1234 LA PLATA AV.;4921-1712;;BOEDO;5
-58.4217062605824;-34.6260839278423;175;FARMACIA;AV SAN JUAN;4009;SAN JUAN AV. 4009;4009 SAN JUAN AV.;4923-3438;;BOEDO;5
-58.4229180769106;-34.6308829199951;205;FARMACIA;AV PAVON;4183;PAVON AV. 4183;4183 PAVON AV.;4924-6166;;BOEDO;5
-58.4133978060447;-34.6336086302444;324;FARMACIA;SALCEDO;3430;SALCEDO 3430;3430 SALCEDO;;;BOEDO;5
-58.415328542092;-34.6386235264853;336;FARMACIA;AV CASEROS;3555;CASEROS AV. 3555;3555 CASEROS AV.;4924-0954;;BOEDO;5
-58.4161989134438;-34.6320625597614;523;FARMACIA;AV BOEDO;1549;BOEDO AV. 1549;1549 BOEDO AV.;4923-3338;;BOEDO;5
-58.4163746462572;-34.6246893717559;670;FARMACIA;AV BOEDO;937;BOEDO AV. 937;937 BOEDO AV.;4931-1458;;BOEDO;5
-58.4250933861147;-34.6331645967166;707;FARMACIA;AV LA PLATA;1560;LA PLATA AV. 1560;1560 LA PLATA AV.;;;BOEDO;5
-58.4255091426112;-34.631633766702;781;FARMACIA;AV LA PLATA;1402;LA PLATA AV. 1402;1402 LA PLATA AV.;4921-7055;;BOEDO;5
-58.4221300321224;-34.6322205390489;859;FARMACIA;AV J. DE GARAY;4144;GARAY, JUAN DE AV. 4144;4144 GARAY, JUAN DE AV.;;;BOEDO;5
-58.4166349845277;-34.6221081822462;932;FARMACIA;AV BOEDO;783;BOEDO AV. 783;783 BOEDO AV.;4931-1675;;BOEDO;5
-58.4245426318135;-34.6349053871231;949;FARMACIA;AV LA PLATA;1702;LA PLATA AV. 1702;1702 LA PLATA AV.;;;BOEDO;5
-58.416360238305;-34.6248787135972;1072;FARMACIA;AV BOEDO;953;BOEDO AV. 953;953 BOEDO AV.;;;BOEDO;5
-58.4164776557331;-34.6240191780842;1176;FARMACIA;CARLOS CALVO;3601;CALVO, CARLOS 3601;3601 CALVO, CARLOS;4931-3268;4930-0018 o 4930-0019;BOEDO;5
-58.415905641471;-34.6249371047573;1237;FARMACIA;AV BOEDO;950;BOEDO AV. 950;950 BOEDO AV.;4957-6444;;BOEDO;5
-58.419797061985;-34.6214001637035;1287;FARMACIA;AV INDEPENDENCIA;3830;INDEPENDENCIA AV. 3830;3830 INDEPENDENCIA AV.;4931-4644;/6795;BOEDO;5
-58.4178456188554;-34.6254954512011;481;FARMACIA;AV SAN JUAN;3701;SAN JUAN AV. 3701;3701 SAN JUAN AV.;4932-2007;;BOEDO;5
-58.486320406937;-34.6403808317407;62;FARMACIA;AV JUAN B. ALBERDI;4301;ALBERDI, JUAN BAUTISTA AV. 4301;4301 ALBERDI, JUAN BAUTISTA AV.;4671-7269;;VELEZ SARSFIELD;10
-58.4883754651097;-34.6293498570309;117;FARMACIA;AV SEGUROLA;600;SEGUROLA AV. 600;600 SEGUROLA AV.;;;VELEZ SARSFIELD;10
-58.4980624828212;-34.6216748679176;212;FARMACIA;AV SEGUROLA;1574;SEGUROLA AV. 1574;1574 SEGUROLA AV.;4639-5347;;VELEZ SARSFIELD;10
-58.4824974159365;-34.6341585413263;295;FARMACIA;AV RIVADAVIA;8418;RIVADAVIA AV. 8418;8418 RIVADAVIA AV.;4671-3330;;VELEZ SARSFIELD;10
-58.4941825564831;-34.6247356673436;358;FARMACIA;AV SEGUROLA;1200;SEGUROLA AV. 1200;1200 SEGUROLA AV.;4567-5197;;VELEZ SARSFIELD;10
-58.4860429413539;-34.6312232048519;359;FARMACIA;AV SEGUROLA;296;SEGUROLA AV. 296;296 SEGUROLA AV.;4671-8397;;VELEZ SARSFIELD;10
-58.4926723738491;-34.6362275186132;366;FARMACIA;AV RIVADAVIA;9123;RIVADAVIA AV. 9123;9123 RIVADAVIA AV.;2050-0010;;VELEZ SARSFIELD;10
-58.4871383488651;-34.6407902709271;394;FARMACIA;J B ALBERDI;4351;ALBERDI, JUAN BAUTISTA AV. 4351;4351 ALBERDI, JUAN BAUTISTA AV.;;;VELEZ SARSFIELD;10
-58.4892496244646;-34.6357906186635;500;FARMACIA;AV RIVADAVIA;8900;RIVADAVIA AV. 8900;8900 RIVADAVIA AV.;3535-2395;;VELEZ SARSFIELD;10
-58.4897884121323;-34.6282979203955;891;FARMACIA;AV SEGUROLA;738;SEGUROLA AV. 738;738 SEGUROLA AV.;4671-8525;4674-4001;VELEZ SARSFIELD;10
-58.4889704605358;-34.6357227413598;603;FARMACIA;AV RIVADAVIA;8880;RIVADAVIA AV. 8880;8880 RIVADAVIA AV.;4674-3797;;VELEZ SARSFIELD;10
-58.486891813368;-34.6348601348535;650;FARMACIA;AV RIVADAVIA;8701;RIVADAVIA AV. 8701;8701 RIVADAVIA AV.;4672-0370;;VELEZ SARSFIELD;10
-58.4892256985875;-34.6357843606803;705;FARMACIA;AV RIVADAVIA;8896;RIVADAVIA AV. 8896;8896 RIVADAVIA AV.;;;VELEZ SARSFIELD;10
-58.483177688077;-34.6389206192459;746;FARMACIA;AV JUAN B. ALBERDI;4101;ALBERDI, JUAN BAUTISTA AV. 4101;4101 ALBERDI, JUAN BAUTISTA AV.;4671-7909;;VELEZ SARSFIELD;10
-58.49178103402;-34.6322329690173;817;FARMACIA;AV CARRASCO;464;CARRASCO AV. 464;464 CARRASCO AV.;4671-7400;;VELEZ SARSFIELD;10
-58.483177486149;-34.6339454408875;1026;FARMACIA;AV RIVADAVIA;8503;RIVADAVIA AV. 8503;8503 RIVADAVIA AV.;;;VELEZ SARSFIELD;10
-58.4872066911541;-34.6353168449471;1045;FARMACIA;AV RIVADAVIA;8784;RIVADAVIA AV. 8784;8784 RIVADAVIA AV.;;;VELEZ SARSFIELD;10
-58.4874766751016;-34.6349861322019;1131;FARMACIA;AV RIVADAVIA;8777;RIVADAVIA AV. 8777;8777 RIVADAVIA AV.;4674-1935;4672-5979;VELEZ SARSFIELD;10
-58.4873517241803;-34.6370371571667;1133;FARMACIA;AV OLIVERA;139;OLIVERA AV. 139;139 OLIVERA AV.;4672-5860;;VELEZ SARSFIELD;10
-58.4833175566364;-34.6339832776852;1263;FARMACIA;AV RIVADAVIA;8509;RIVADAVIA AV. 8509;8509 RIVADAVIA AV.;4672-8798;;VELEZ SARSFIELD;10
-58.5005830843023;-34.6325077990912;166;FARMACIA;AV LOPE DE VEGA;580;LOPE DE VEGA 580;580 LOPE DE VEGA;4683-7291;;VILLA LURO;10
-58.4968197264586;-34.6372679642371;319;FARMACIA;AV RIVADAVIA;9406;RIVADAVIA AV. 9406;9406 RIVADAVIA AV.;4683-6015;;VILLA LURO;10
-58.5057634495969;-34.6385629353582;335;FARMACIA;AV RIVADAVIA;10100;RIVADAVIA AV. 10100;10100 RIVADAVIA AV.;4682-1899;;VILLA LURO;10
-58.5155627889859;-34.6288360354152;456;FARMACIA;IRIGOYEN;1237;IRIGOYEN 1237;1237 IRIGOYEN;4639-8219;;VILLA LURO;10
-58.5039911011605;-34.638254019973;474;FARMACIA;AV RIVADAVIA;9902;RIVADAVIA AV. 9902;9902 RIVADAVIA AV.;4637-9735;;VILLA LURO;10
-58.5126226272928;-34.625295057459;688;FARMACIA;AV ALVAREZ JONTE;5402;ALVAREZ JONTE AV. 5402;5402 ALVAREZ JONTE AV.;4567-8388;;VILLA LURO;10
-58.5070838818432;-34.6324955917682;761;FARMACIA;MAGARINOS CERVANTES;5402;MAGARIÑOS CERVANTES, A. 5402;5402 MAGARIÑOS CERVANTES, A.;4567-8936;;VILLA LURO;10
-58.4949847316753;-34.644524791189;795;FARMACIA;AV JUAN B. ALBERDI;4887;ALBERDI, JUAN BAUTISTA AV. 4887;4887 ALBERDI, JUAN BAUTISTA AV.;4683-1305;;VILLA LURO;10
-58.507174994456;-34.6279246382217;815;FARMACIA;AV LOPE DE VEGA;1272;LOPE DE VEGA AV. 1272;1272 LOPE DE VEGA AV.;4567-7888;;VILLA LURO;10
-58.4998021157006;-34.6376646597801;962;FARMACIA;AV RIVADAVIA;9626;RIVADAVIA AV. 9626;9626 RIVADAVIA AV.;4601-9969;;VILLA LURO;10
-58.4981208555712;-34.6374282853375;317;FARMACIA;AV RIVADAVIA;9502;RIVADAVIA AV. 9502;9502 RIVADAVIA AV.;4683-7995;;VILLA LURO;10
-58.3908711296024;-34.6344294207626;21;FARMACIA;AV CASEROS;2032;CASEROS AV. 2032;2032 CASEROS AV.;4304-2691;4304-1697;PARQUE PATRICIOS;4
-58.3973092583579;-34.6307532805789;137;FARMACIA;BRASIL;2388;BRASIL 2388;2388 BRASIL;4941-4744;/20;PARQUE PATRICIOS;4
-58.4081036636079;-34.6338431289847;218;FARMACIA;URQUIZA;1949;URQUIZA, GRAL. 1949;1949 URQUIZA, GRAL.;;;PARQUE PATRICIOS;4
-58.4093075162985;-34.6475013877121;292;FARMACIA;GRITO DE ASENCIO;3402;GRITO DE ASENCIO 3402;3402 GRITO DE ASENCIO;4911-1555;;PARQUE PATRICIOS;4
-58.3979898051694;-34.6295782544561;353;FARMACIA;MATHEU;1702;MATHEU 1702;1702 MATHEU;4308-5084;;PARQUE PATRICIOS;4
-58.3906225448921;-34.6336995025821;365;FARMACIA;AV ENTRE RIOS;2177;ENTRE RIOS AV. 2177;2177 ENTRE RIOS AV.;3041160;3049625;PARQUE PATRICIOS;4
-58.3978699116349;-34.6297654808494;382;FARMACIA;MATHEU;1720;MATHEU 1720;1720 MATHEU;4941-6097;;PARQUE PATRICIOS;4
-58.3916710610383;-34.6308473567014;427;FARMACIA;COMBATE DE LOS POZOS;1881;COMBATE DE LOS POZOS 1881;1881 COMBATE DE LOS POZOS;4943-7411;;PARQUE PATRICIOS;4
-58.3920639791135;-34.6346953257924;461;FARMACIA;AV CASEROS;2102;CASEROS AV. 2102;2102 CASEROS AV.;4304-6224;;PARQUE PATRICIOS;4
-58.4026248836325;-34.6364070744536;553;FARMACIA;AV CASEROS;2827;CASEROS AV. 2827;2827 CASEROS AV.;4943-1819;;PARQUE PATRICIOS;4
-58.3990147840054;-34.6361203921841;580;FARMACIA;AV CASEROS;2608;CASEROS AV. 2608;2608 CASEROS AV.;4942-3253;;PARQUE PATRICIOS;4
-58.4115748567262;-34.6397133896307;617;FARMACIA;USPALLATA;3400;USPALLATA 3400;3400 USPALLATA;4909-4160;;PARQUE PATRICIOS;4
-58.4061663064018;-34.6339202135435;694;FARMACIA;LA RIOJA;1905;LA RIOJA 1905;1905 LA RIOJA;4943-4622;15-6000-2200;PARQUE PATRICIOS;4
-58.4042143173809;-34.6366869554671;802;FARMACIA;AV CASEROS;2915;CASEROS AV. 2915;2915 CASEROS AV.;4943-1942;;PARQUE PATRICIOS;4
-58.4059270377349;-34.6358350787969;816;FARMACIA;LA RIOJA;2099;LA RIOJA 2099;2099 LA RIOJA;4943-0647;/1786;PARQUE PATRICIOS;4
-58.4047483105297;-34.6371113222382;1142;FARMACIA;AV CASEROS;2980;CASEROS AV. 2980;2980 CASEROS AV.;4912-2893;;PARQUE PATRICIOS;4
-58.4046712677863;-34.6308689999373;1143;FARMACIA;DEAN FUNES;1744;DEAN FUNES 1744;1744 DEAN FUNES;4941-1078;;PARQUE PATRICIOS;4
-58.4009950771172;-34.6305184994193;1156;FARMACIA;AV JUJUY;1731;JUJUY AV. 1731;1731 JUJUY AV.;;;PARQUE PATRICIOS;4
-58.4052965151263;-34.636897219681;1227;FARMACIA;AV CASEROS;2979;CASEROS AV. 2979;2979 CASEROS AV.;4942-7000;;PARQUE PATRICIOS;4
-58.3912236938316;-34.628671692015;1352;FARMACIA;AV ENTRE RIOS;1735;ENTRE RIOS AV. 1735;1735 ENTRE RIOS AV.;4305-6958;;PARQUE PATRICIOS;4
-58.5100660636466;-34.66373931634;16;FARMACIA;JOSE E. RODO;7202;RODO, JOSE E. 7202;7202 RODO, JOSE E.;4687-0599;;MATADEROS;9
-58.5028286824007;-34.6516579254643;40;FARMACIA;J B ALBERDI;5855;ALBERDI, JUAN BAUTISTA AV. 5855;5855 ALBERDI, JUAN BAUTISTA AV.;4635-2253;4635-7768;MATADEROS;9
-58.5085875056634;-34.6558609261667;52;FARMACIA;LISANDRO DE LA TORRE;1741;DE LA TORRE, LISANDRO 1741;1741 DE LA TORRE, LISANDRO;4686-6126;;MATADEROS;9
-58.5046317613118;-34.6591580544336;67;FARMACIA;AV LISANDRO DE LA TORRE;2101;DE LA TORRE, LISANDRO AV. 2101;2101 DE LA TORRE, LISANDRO AV.;4687-0346;;MATADEROS;9
-58.5057623843945;-34.6547300178055;147;FARMACIA;AV JUAN B. ALBERDI;6208;ALBERDI, JUAN BAUTISTA AV. 6208;6208 ALBERDI, JUAN BAUTISTA AV.;46879941;;MATADEROS;9
-58.5016651704843;-34.6673061232399;161;FARMACIA;AV CNEL CARDENAS;2716;CARDENAS, CNEL. AV. 2716;2716 CARDENAS, CNEL. AV.;4687-5760;;MATADEROS;9
-58.5219473663114;-34.6552020915186;248;FARMACIA;AV EMILIO CASTRO;7446;CASTRO, EMILIO AV. 7446;7446 CASTRO, EMILIO AV.;4687-5024;;MATADEROS;9
-58.5004773057837;-34.6500148315741;267;FARMACIA;JUAN B. ALBERDI AV;5602;ALBERDI, JUAN BAUTISTA AV. 5602;5602 ALBERDI, JUAN BAUTISTA AV.;4635-1428;;MATADEROS;9
-58.5046246695545;-34.6538879981406;343;FARMACIA;AV JUAN B. ALBERDI;6102;ALBERDI, JUAN BAUTISTA AV. 6102;6102 ALBERDI, JUAN BAUTISTA AV.;4687-0145;;MATADEROS;9
-58.5058115424239;-34.6674977243013;470;FARMACIA;AV DE LOS CORRALES;7228;DE LOS CORRALES AV. 7228;7228 DE LOS CORRALES AV.;4687-2602;;MATADEROS;9
-58.502777990836;-34.6644780693344;904;FARMACIA;AV DE LOS CORRALES;6801;DE LOS CORRALES AV. 6801;6801 DE LOS CORRALES AV.;;;MATADEROS;9
-58.5174316824477;-34.661716573945;696;FARMACIA;J B ALBERDI;7467;ALBERDI, JUAN BAUTISTA AV. 7467;7467 ALBERDI, JUAN BAUTISTA AV.;;;MATADEROS;9
-58.5173206497013;-34.6616714655124;697;FARMACIA;AV JUAN B. ALBERDI;7461;ALBERDI, JUAN BAUTISTA AV. 7461;7461 ALBERDI, JUAN BAUTISTA AV.;4687-1115;4687-0606;MATADEROS;9
-58.4919132976613;-34.6518604102973;773;FARMACIA;AV DIRECTORIO;5126;DIRECTORIO AV. 5126;5126 DIRECTORIO AV.;4684-0670;;MATADEROS;9
-58.5116737627914;-34.6584574235378;930;FARMACIA;JUAN B. ALBERDI AV;6901;ALBERDI, JUAN BAUTISTA AV. 6901;6901 ALBERDI, JUAN BAUTISTA AV.;4686-3842;;MATADEROS;9
-58.5143833702724;-34.6641272540983;948;FARMACIA;AV GRAL PAZ;12950;PAZ, GRAL. AV. 12950;12950 PAZ, GRAL. AV.;;;MATADEROS;9
-58.5167180400686;-34.6613521432621;1034;FARMACIA;AV JUAN B. ALBERDI;7399;ALBERDI, JUAN BAUTISTA AV. 7399;7399 ALBERDI, JUAN BAUTISTA AV.;;;MATADEROS;9
-58.5030534509349;-34.6518758417769;1157;FARMACIA;AV JUAN B. ALBERDI;5889;ALBERDI, JUAN BAUTISTA AV. 5889;5889 ALBERDI, JUAN BAUTISTA AV.;4635-6166;4643-2195 4642-5949;MATADEROS;9
-58.4982268789543;-34.6473965144123;1240;FARMACIA;AV JUAN B. ALBERDI;5281;ALBERDI, JUAN BAUTISTA AV. 5281;5281 ALBERDI, JUAN BAUTISTA AV.;4682-7170;4682-2196;MATADEROS;9
-58.5053893102983;-34.6539792681507;1321;FARMACIA;J B ALBERDI;6151;ALBERDI, JUAN BAUTISTA AV. 6151;6151 ALBERDI, JUAN BAUTISTA AV.;4687-4415;4687-4767;MATADEROS;9
-58.5167989804833;-34.6528104842987;1344;FARMACIA;AV EMILIO CASTRO;7000;CASTRO, EMILIO AV. 7000;7000 CASTRO, EMILIO AV.;4686-2341;;MATADEROS;9
-58.4982342724737;-34.6479390955437;1445;FARMACIA;ALBERDI J. B. AV;5302;ALBERDI, JUAN BAUTISTA AV. 5302;5302 ALBERDI, JUAN BAUTISTA AV.;4635-4173;;MATADEROS;9
-58.5026304834634;-34.6514723579541;1233;FARMACIA;AV ALBERDI;5831;ALBERDI, JUAN BAUTISTA AV. 5831;5831 ALBERDI, JUAN BAUTISTA AV.;4682-1657;;MATADEROS;9
-58.5025138313127;-34.6513191448784;1006;FARMACIA;AV JUAN B. ALBERDI;5801;ALBERDI, JUAN BAUTISTA AV. 5801;5801 ALBERDI, JUAN BAUTISTA AV.;4821-3000;;MATADEROS;9
-58.4760945405706;-34.660161143829;61;FARMACIA;ESCALADA;2399;ESCALADA AV. 2399;2399 ESCALADA AV.;4601-3443;;VILLA LUGANO;8
-58.459218078247;-34.6744606242602;121;FARMACIA;FF DE LA CRUZ;4602;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4602;4602 FERNANDEZ DE LA CRUZ, F., GRAL. AV.;4605-1111;;VILLA LUGANO;8
-58.4661896595799;-34.682937295256;127;FARMACIA;AV SOLDADO DE LA FRONTERA;4951;SOLDADO DE LA FRONTERA AV. 4951;4951 SOLDADO DE LA FRONTERA AV.;4604-0711;;VILLA LUGANO;8
-58.4710909749286;-34.6657170275988;190;FARMACIA;AV CASTAÑARES;4650;CASTAÑARES AV. 4650;4650 CASTAÑARES AV.;4602-5539;;VILLA LUGANO;8
-58.4747296927839;-34.6659616819456;261;FARMACIA;DELLEPIANE, LUIS, TTE. GRAL.;4751;DELLEPIANE, LUIS, TTE. GRAL. 4751;4751 DELLEPIANE, LUIS, TTE. GRAL.;4638-3493;;VILLA LUGANO;8
-58.4886404832315;-34.6669544166864;378;FARMACIA;MURGUIONDO;3096;MURGUIONDO 3096;3096 MURGUIONDO;4601-5372;;VILLA LUGANO;8
-58.475514950975;-34.6778399601958;435;FARMACIA;AV RIESTRA;5758;RIESTRA AV. 5758;5758 RIESTRA AV.;4602-9613;;VILLA LUGANO;8
-58.4790843700687;-34.6582890604831;902;FARMACIA;AV EVA PERON;4940;PERON, EVA AV. 4940;4940 PERON, EVA AV.;4683-6707;;VILLA LUGANO;8
-58.4755348428904;-34.6772306192289;905;FARMACIA;AV RIESTRA;5701;RIESTRA AV. 5701;5701 RIESTRA AV.;4601-9969;;VILLA LUGANO;8
-58.4824735604705;-34.660476102614;718;FARMACIA;AV EVA PERON;5338;PERON, EVA AV. 5338;5338 PERON, EVA AV.;4682-9809;;VILLA LUGANO;8
-58.4635648604648;-34.6847806433415;730;FARMACIA;AV SOLDADO DE LA FRONTERA EDIF 29;5186;SOLDADO DE LA FRONTERA AV. 5186;5186 SOLDADO DE LA FRONTERA AV.;;;VILLA LUGANO;8
